X,Y,publicaddress,caseNumber,precinct,reportedDate,timestamp,reportedTime,beginDate,timestamp,reportedDateTime,beginTime,offense,description,UCRCode,enteredDate,centergbsid,centerLong,centerLat,centerX,centerY,neighborhood,lastchanged,LastUpdateDateETL,OBJECTID
-93.23372687,44.94836963,0026XX LAKE ST E,MP2019130305        ,3,5/8/19,00:00:00+00,2040,5/8/19,00:00:00+00,2019/05/09 01:40:00+00,2040,SHOPLF  ,SHOPLIFTING                   ,7,2019/05/09 00:00:00+00,19098,-93.23372946,44.94837404,-10378731,5613397,Longfellow,2019/05/09 00:00:00+00,2019/05/10 08:15:28+00,14936
-93.26203279,44.94835691,0008XX LAKE ST E,MP2019129117        ,3,5/7/19,00:00:00+00,1928,5/7/19,00:00:00+00,2019/05/08 00:28:00+00,1653,SHOPLF  ,SHOPLIFTING                   ,7,2019/05/09 00:00:00+00,19111,-93.26204108,44.94835805,-10381882,5613395,Midtown Phillips,2019/05/10 00:00:00+00,2019/07/25 14:36:02+00,14914
-93.25440609,44.94836327,0014XX LAKE ST E,MP2019128642        ,3,5/7/19,00:00:00+00,1743,3/1/19,00:00:00+00,2019/05/07 22:43:00+00,1200,THEFT   ,OTHER THEFT                   ,7,2019/05/09 00:00:00+00,20183,-93.25441298,44.94836452,-10381033,5613396,Midtown Phillips,2019/05/09 00:00:00+00,2019/05/10 08:15:28+00,14908
-93.2472555,44.96717283,0006XX CEDAR AVE S,MP2019702325        ,1,5/6/19,00:00:00+00,2240,5/6/19,00:00:00+00,2019/05/07 03:40:00+00,1900,BIKETF  ,BIKE THEFT                    ,7,2019/05/07 00:00:00+00,19222,-93.24725864,44.96717526,-10380237,5616355,Cedar Riverside,2019/05/07 00:00:00+00,2019/07/25 14:36:02+00,11485
-93.26585063,44.94835056,0006XX LAKE ST E,MP2019128064        ,3,5/6/19,00:00:00+00,2047,5/6/19,00:00:00+00,2019/05/07 01:47:00+00,2006,BIKETF  ,BIKE THEFT                    ,7,2019/05/07 00:00:00+00,21578,-93.26585648,44.94835234,-10382307,5613394,Phillips West,2019/05/07 00:00:00+00,2019/07/25 14:36:02+00,12866
-93.26839286,44.94835056,0005XX LAKE ST E,MP2019127601        ,3,5/6/19,00:00:00+00,1415,5/5/19,00:00:00+00,2019/05/06 19:15:00+00,2030,AUTOTH  ,AUTOMOBILE THEFT              ,8,2019/05/06 00:00:00+00,21863,-93.26839478,44.94835183,-10382590,5613394,Central,2019/05/06 00:00:00+00,2019/07/25 14:36:02+00,12098
-93.2323794,44.94836963,0027XX LAKE ST E,MP2019127610        ,3,5/6/19,00:00:00+00,1320,5/4/19,00:00:00+00,2019/05/06 18:20:00+00,2200,AUTOTH  ,AUTOMOBILE THEFT              ,8,2019/05/07 00:00:00+00,19099,-93.23238466,44.94837563,-10378581,5613397,Longfellow,2019/05/07 00:00:00+00,2019/05/08 08:15:26+00,12858
-93.2323794,44.94836963,0027XX LAKE ST E,MP2019127261        ,3,5/6/19,00:00:00+00,311,5/6/19,00:00:00+00,2019/05/06 08:11:00+00,200,ROBPAG  ,ROBBERY PER AGG               ,4,2019/05/06 00:00:00+00,19099,-93.23238466,44.94837563,-10378581,5613397,Longfellow,2019/05/06 00:00:00+00,2019/07/25 14:36:02+00,12081
-93.2472555,44.96717283,0006XX CEDAR AVE S,MP2019127149        ,1,5/6/19,00:00:00+00,259,5/5/19,00:00:00+00,2019/05/06 07:59:00+00,800,BURGD   ,BURGLARY OF DWELLING          ,6,2019/05/06 00:00:00+00,19222,-93.24725864,44.96717526,-10380237,5616355,Cedar Riverside,2019/05/06 00:00:00+00,2019/05/07 08:15:26+00,12080
-93.23514621,44.94836963,0025XX LAKE ST E,MP2019126853        ,3,5/5/19,00:00:00+00,2027,5/5/19,00:00:00+00,2019/05/06 01:27:00+00,1800,SHOPLF  ,SHOPLIFTING                   ,7,2019/05/06 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2019/05/06 00:00:00+00,2019/07/25 14:36:02+00,12070
-93.23514621,44.94836963,0025XX LAKE ST E,MP2019126801        ,3,5/5/19,00:00:00+00,1923,5/5/19,00:00:00+00,2019/05/06 00:23:00+00,1651,SHOPLF  ,SHOPLIFTING                   ,7,2019/05/05 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2019/05/06 00:00:00+00,2019/07/25 14:36:02+00,9524
-93.23514621,44.94836963,0025XX LAKE ST E,MP2019126739        ,3,5/5/19,00:00:00+00,1600,5/5/19,00:00:00+00,2019/05/05 21:00:00+00,1400,TFMV    ,THEFT FROM MOTR VEHC          ,7,2019/05/06 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2019/05/06 00:00:00+00,2019/07/25 14:36:02+00,11157
-93.24804602,44.94836963,0018XX LAKE ST E,MP2019126162        ,3,5/4/19,00:00:00+00,2354,5/4/19,00:00:00+00,2019/05/05 04:54:00+00,2340,ROBPER  ,ROBBERY OF PERSON             ,4,2019/05/05 00:00:00+00,21925,-93.24804949,44.94837021,-10380325,5613397,East Phillips,2019/05/05 00:00:00+00,2019/07/25 14:36:02+00,9506
-93.23514621,44.94836963,0025XX LAKE ST E,MP2019126055        ,3,5/4/19,00:00:00+00,2221,5/4/19,00:00:00+00,2019/05/05 03:21:00+00,2221,SHOPLF  ,SHOPLIFTING                   ,7,2019/05/05 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2019/05/05 00:00:00+00,2019/07/25 14:36:02+00,9347
-93.24730041,44.91708088,0047XX CEDAR AVE S,MP2019702276        ,3,5/4/19,00:00:00+00,1418,5/3/19,00:00:00+00,2019/05/04 19:18:00+00,2045,TFMV    ,THEFT FROM MOTR VEHC          ,7,2019/05/05 00:00:00+00,13251,-93.24730493,44.91708716,-10380242,5608477,Northrop,2019/05/05 00:00:00+00,2019/07/25 14:36:02+00,9531
-93.24730041,44.92061126,0045XX CEDAR AVE S,MP2019125457        ,3,5/4/19,00:00:00+00,1410,4/27/19,00:00:00+00,2019/05/04 19:10:00+00,1800,BURGD   ,BURGLARY OF DWELLING          ,6,2019/05/05 00:00:00+00,13249,-93.24730758,44.9206133,-10380242,5609032,Northrop,2019/05/05 00:00:00+00,2019/07/25 14:36:02+00,11152
-93.24724652,44.97075733,0003XX CEDAR AVE S,MP2019124545        ,1,5/3/19,00:00:00+00,1701,4/26/19,00:00:00+00,2019/05/03 22:01:00+00,1600,BURGB   ,BURGLARY OF BUSINESS          ,6,2019/05/13 00:00:00+00,20344,-93.24725145,44.97076328,-10380236,5616919,Cedar Riverside,2019/05/13 00:00:00+00,2019/05/13 08:15:28+00,16138
-93.2107839,44.9483442,0043XX LAKE ST E,MP2019702264        ,3,5/3/19,00:00:00+00,1628,4/20/19,00:00:00+00,2019/05/03 21:28:00+00,1530,THEFT   ,OTHER THEFT                   ,7,2019/05/04 00:00:00+00,14494,-93.2107897,44.94834439,-10376177,5613393,Cooper,2019/05/04 00:00:00+00,2019/07/25 14:36:02+00,9350
-93.24738126,44.94213232,0033XX CEDAR AVE S,MP2019124558        ,3,5/3/19,00:00:00+00,1529,5/3/19,00:00:00+00,2019/05/03 20:29:00+00,1529,TFMV    ,THEFT FROM MOTR VEHC          ,7,2019/05/04 00:00:00+00,22413,-93.24738317,44.94213373,-10380251,5612416,Corcoran,2019/05/04 00:00:00+00,2019/07/25 14:36:02+00,497
-93.25821495,44.94835691,0011XX LAKE ST E,MP2019124144        ,3,5/3/19,00:00:00+00,849,5/2/19,00:00:00+00,2019/05/03 13:49:00+00,1900,TFMV    ,THEFT FROM MOTR VEHC          ,7,2019/05/03 00:00:00+00,20180,-93.2582231,44.9483604,-10381457,5613395,Midtown Phillips,2019/05/03 00:00:00+00,2019/07/25 14:36:02+00,495
-93.24864789,44.94213232,0033XX 18TH AVE S,MP2019702237        ,3,43587,00:00:00+00,1123,43585,00:00:00+00,2019/05/02 16:23:00+00,600,TFMV    ,THEFT FROM MOTR VEHC          ,7,2019/05/03 00:00:00+00,11633,-93.24865672,44.94213663,-10380392,5612416,Powderhorn Park,2019/05/03 00:00:00+00,2019/07/25 14:36:02+00,9130
-93.22920834,44.94836963,0029XX LAKE ST E,MP2019122426        ,3,5/1/19,00:00:00+00,1455,5/1/19,00:00:00+00,2019/05/01 19:55:00+00,1340,BURGB   ,BURGLARY OF BUSINESS          ,6,2019/05/01 00:00:00+00,16971,-93.22920921,44.94837413,-10378228,5613397,Longfellow,2019/05/01 00:00:00+00,2019/05/02 08:15:25+00,7973
-93.23514621,44.94836963,0025XX LAKE ST E,MP2019121627        ,3,4/30/19,00:00:00+00,1807,4/30/19,00:00:00+00,2019/04/30 23:07:00+00,1807,SHOPLF  ,SHOPLIFTING                   ,7,2019/05/01 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2019/05/03 00:00:00+00,2019/05/04 08:15:27+00,5694
-93.24867484,44.94921521,0029XX 18TH AVE S,MP2019121329        ,3,43585,00:00:00+00,1154,43584,00:00:00+00,2019/04/30 16:54:00+00,1900,AUTOTH  ,AUTOMOBILE THEFT              ,8,2019/05/01 00:00:00+00,21409,-93.24868243,44.94921947,-10380395,5613530,East Phillips,2019/05/01 00:00:00+00,2019/07/25 14:36:02+00,30021
-93.26203279,44.94835691,0008XX LAKE ST E,MP2019120685        ,3,4/29/19,00:00:00+00,1931,4/29/19,00:00:00+00,2019/04/30 00:31:00+00,1931,SHOPLF  ,SHOPLIFTING                   ,7,2019/04/30 00:00:00+00,19111,-93.26204108,44.94835805,-10381882,5613395,Powderhorn Park,2019/05/10 00:00:00+00,2019/07/25 14:36:02+00,3040
-93.24733635,44.93139823,0039XX CEDAR AVE S,MP2019120582        ,3,4/29/19,00:00:00+00,1635,4/28/19,00:00:00+00,2019/04/29 21:35:00+00,1400,BURGD   ,BURGLARY OF DWELLING          ,6,2019/04/30 00:00:00+00,19755,-93.24733665,44.93140031,-10380246,5610728,Standish,2019/04/30 00:00:00+00,2019/07/25 14:36:02+00,10198
-93.23514621,44.94836963,0025XX LAKE ST E,MP2019119692        ,3,4/28/19,00:00:00+00,1900,4/28/19,00:00:00+00,2019/04/29 00:00:00+00,1900,SHOPLF  ,SHOPLIFTING                   ,7,2019/04/29 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2019/05/20 00:00:00+00,2019/07/25 14:36:02+00,1043
-93.23947609,44.94836327,0022XX LAKE ST E,MP201997520         ,3,4/28/19,00:00:00+00,1453,4/7/19,00:00:00+00,2019/04/28 19:53:00+00,2330,THEFT   ,OTHER THEFT                   ,7,2019/04/28 00:00:00+00,19113,-93.23947859,44.94836879,-10379371,5613396,East Phillips,2019/04/28 00:00:00+00,2019/07/25 14:36:02+00,1059
-93.23514621,44.94836963,0025XX LAKE ST E,MP2019118796        ,3,4/27/19,00:00:00+00,2029,4/27/19,00:00:00+00,2019/04/28 01:29:00+00,2020,SHOPLF  ,SHOPLIFTING                   ,7,2019/04/27 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2019/04/30 00:00:00+00,2019/07/25 14:36:02+00,10190
-93.23514621,44.94836963,0025XX LAKE ST E,MP2019117575        ,3,4/26/19,00:00:00+00,1826,4/26/19,00:00:00+00,2019/04/26 23:26:00+00,1826,SHOPLF  ,SHOPLIFTING                   ,7,2019/04/26 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2019/04/30 00:00:00+00,2019/07/25 14:36:02+00,11138
-93.2323794,44.94836963,0027XX LAKE ST E,MP2019117427        ,3,4/26/19,00:00:00+00,1519,4/26/19,00:00:00+00,2019/04/26 20:19:00+00,1200,THEFT   ,OTHER THEFT                   ,7,2019/04/27 00:00:00+00,19099,-93.23238466,44.94837563,-10378581,5613397,Longfellow,2019/04/27 00:00:00+00,2019/04/28 08:15:26+00,405
-93.24738126,44.94213232,0033XX CEDAR AVE S,MP2019117036        ,3,4/26/19,00:00:00+00,944,4/25/19,00:00:00+00,2019/04/26 14:44:00+00,2300,TFMV    ,THEFT FROM MOTR VEHC          ,7,2019/04/26 00:00:00+00,22413,-93.24738317,44.94213373,-10380251,5612416,Powderhorn Park,2019/04/26 00:00:00+00,2019/07/25 14:36:02+00,12044
-93.23514621,44.94836963,0025XX LAKE ST E,MP2019116708        ,3,4/25/19,00:00:00+00,2205,4/25/19,00:00:00+00,2019/04/26 03:05:00+00,2205,SHOPLF  ,SHOPLIFTING                   ,7,2019/04/26 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2019/04/27 00:00:00+00,2019/07/25 14:36:02+00,10179
-93.2323794,44.94836963,0027XX LAKE ST E,MP2019116363        ,3,4/25/19,00:00:00+00,2158,4/25/19,00:00:00+00,2019/04/26 02:58:00+00,1428,THEFT   ,OTHER THEFT                   ,7,2019/04/26 00:00:00+00,19099,-93.23238466,44.94837563,-10378581,5613397,Longfellow,2019/04/26 00:00:00+00,2019/07/25 14:36:02+00,9171
-93.24769567,44.96138887,0021XX CEDAR AVE S,MP2019115190        ,3,4/24/19,00:00:00+00,1557,4/24/19,00:00:00+00,2019/04/24 20:57:00+00,1500,ROBPER  ,ROBBERY OF PERSON             ,4,2019/04/25 00:00:00+00,16738,-93.24769775,44.96139374,-10380286,5615445,Ventura Village,2019/04/25 00:00:00+00,2019/04/25 08:15:28+00,8368
-93.24722855,44.97263211,0002XX CEDAR AVE S,MP2019114743        ,1,4/24/19,00:00:00+00,903,4/24/19,00:00:00+00,2019/04/24 14:03:00+00,611,DASLT2  ,2ND DEG DOMES ASLT            ,5,2019/04/24 00:00:00+00,22697,-93.24722949,44.97263526,-10380234,5617214,Cedar Riverside,2019/05/07 00:00:00+00,2019/07/25 14:36:02+00,8359
-93.24860297,44.9313728,0039XX 18TH AVE S,MP2019114972        ,3,43579,00:00:00+00,900,43578,00:00:00+00,2019/04/24 14:00:00+00,2200,BURGD   ,BURGLARY OF DWELLING          ,6,2019/04/24 00:00:00+00,12170,-93.24860395,44.93137697,-10380387,5610724,Bancroft,2019/04/24 00:00:00+00,2019/04/25 08:15:28+00,8364
-93.24735431,44.95599209,0025XX CEDAR AVE S,MP2019114746        ,3,4/24/19,00:00:00+00,814,4/23/19,00:00:00+00,2019/04/24 13:14:00+00,2200,BURGD   ,BURGLARY OF DWELLING          ,6,2019/04/24 00:00:00+00,17532,-93.24735604,44.95599844,-10380248,5614596,East Phillips,2019/04/24 00:00:00+00,2019/04/25 08:15:28+00,8360
-93.2197401,44.94835691,0036XX LAKE ST E,MP2019113717        ,3,4/23/19,00:00:00+00,1711,4/22/19,00:00:00+00,2019/04/23 22:11:00+00,1845,THEFT   ,OTHER THEFT                   ,7,2019/04/24 00:00:00+00,14411,-93.21974405,44.94835848,-10377174,5613395,Longfellow,2019/04/24 00:00:00+00,2019/07/25 14:36:02+00,29060
-93.23514621,44.94836963,0025XX LAKE ST E,MP2019114057        ,3,4/23/19,00:00:00+00,1646,4/23/19,00:00:00+00,2019/04/23 21:46:00+00,1646,SHOPLF  ,SHOPLIFTING                   ,7,2019/04/24 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2019/04/25 00:00:00+00,2019/07/25 14:36:02+00,11128
-93.26203279,44.94835691,0008XX LAKE ST E,MP2019113981        ,3,4/23/19,00:00:00+00,1620,4/23/19,00:00:00+00,2019/04/23 21:20:00+00,1525,SHOPLF  ,SHOPLIFTING                   ,7,2019/04/24 00:00:00+00,19111,-93.26204108,44.94835805,-10381882,5613395,Midtown Phillips,2019/04/24 00:00:00+00,2019/07/25 14:36:02+00,29062
-93.23514621,44.94836963,0025XX LAKE ST E,MP2019113890        ,3,4/23/19,00:00:00+00,1459,4/23/19,00:00:00+00,2019/04/23 19:59:00+00,1420,SHOPLF  ,SHOPLIFTING                   ,7,2019/04/23 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2019/04/24 00:00:00+00,2019/07/25 14:36:02+00,30005
-93.23514621,44.94836963,0025XX LAKE ST E,MP2019113348        ,3,4/22/19,00:00:00+00,2248,4/22/19,00:00:00+00,2019/04/23 03:48:00+00,2248,SHOPLF  ,SHOPLIFTING                   ,7,2019/04/23 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2019/04/23 00:00:00+00,2019/07/25 14:36:02+00,1075
-93.23514621,44.94836963,0025XX LAKE ST E,MP2019113189        ,3,4/22/19,00:00:00+00,2100,4/22/19,00:00:00+00,2019/04/23 02:00:00+00,2004,SHOPLF  ,SHOPLIFTING                   ,7,2019/04/22 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2019/05/29 00:00:00+00,2019/07/25 14:36:02+00,29741
-93.23078938,44.94836963,0028XX LAKE ST E,MP2019112619        ,3,4/22/19,00:00:00+00,950,4/19/19,00:00:00+00,2019/04/22 14:50:00+00,1300,BURGD   ,BURGLARY OF DWELLING          ,6,2019/04/22 00:00:00+00,17469,-93.23079496,44.94837304,-10378404,5613397,Longfellow,2019/04/22 00:00:00+00,2019/07/25 14:36:02+00,11116
-93.23947609,44.94836327,0022XX LAKE ST E,MP2019112404        ,3,4/21/19,00:00:00+00,2252,4/21/19,00:00:00+00,2019/04/22 03:52:00+00,2250,BURGB   ,BURGLARY OF BUSINESS          ,6,2019/04/22 00:00:00+00,19113,-93.23947859,44.94836879,-10379371,5613396,Corcoran,2019/04/22 00:00:00+00,2019/07/25 14:36:02+00,39649
-93.27347732,44.94835056,0002XX LAKE ST E,MP2019112313        ,3,4/21/19,00:00:00+00,2115,4/21/19,00:00:00+00,2019/04/22 02:15:00+00,2105,THEFT   ,OTHER THEFT                   ,7,2019/04/22 00:00:00+00,19103,-93.27348353,44.94835479,-10383156,5613394,Central,2019/04/22 00:00:00+00,2019/07/25 14:36:02+00,39645
-93.26076616,44.94835691,0009XX LAKE ST E,MP2019701988        ,3,4/21/19,00:00:00+00,1349,4/20/19,00:00:00+00,2019/04/21 18:49:00+00,2045,BIKETF  ,BIKE THEFT                    ,7,2019/04/22 00:00:00+00,19104,-93.26076768,44.94836007,-10381741,5613395,Midtown Phillips,2019/04/22 00:00:00+00,2019/07/25 14:36:02+00,39667
-93.23947609,44.94836327,0022XX LAKE ST E,MP2019111146        ,3,4/20/19,00:00:00+00,1858,4/20/19,00:00:00+00,2019/04/20 23:58:00+00,1730,THEFT   ,OTHER THEFT                   ,7,2019/04/21 00:00:00+00,19113,-93.23947859,44.94836879,-10379371,5613396,East Phillips,2019/04/21 00:00:00+00,2019/07/25 14:36:02+00,11112
-93.23514621,44.94836963,0025XX LAKE ST E,MP2019111164        ,3,4/20/19,00:00:00+00,1806,4/20/19,00:00:00+00,2019/04/20 23:06:00+00,1806,SHOPLF  ,SHOPLIFTING                   ,7,2019/04/20 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2019/04/25 00:00:00+00,2019/07/25 14:36:02+00,9140
-93.2473094,44.9242241,0043XX CEDAR AVE S,MP2019110716        ,3,4/20/19,00:00:00+00,837,4/20/19,00:00:00+00,2019/04/20 13:37:00+00,830,AUTOTH  ,AUTOMOBILE THEFT              ,8,2019/04/20 00:00:00+00,12339,-93.24731731,44.92422671,-10380243,5609600,Northrop,2019/04/20 00:00:00+00,2019/07/25 14:36:02+00,14166
-93.24859399,44.95823604,0024XX 18TH AVE S,MP2019110553        ,3,43575,00:00:00+00,311,43575,00:00:00+00,2019/04/20 08:11:00+00,130,ASLT2   ,ASSLT W/DNGRS WEAPON          ,5,2019/04/20 00:00:00+00,18172,-93.24859419,44.95823739,-10380386,5614949,East Phillips,2019/05/15 00:00:00+00,2019/07/25 14:36:02+00,3600
-93.27347732,44.94835056,0002XX LAKE ST E,MP2019110488        ,3,4/20/19,00:00:00+00,51,4/20/19,00:00:00+00,2019/04/20 05:51:00+00,45,THEFT   ,OTHER THEFT                   ,7,2019/04/20 00:00:00+00,19103,-93.27348353,44.94835479,-10383156,5613394,Central,2019/04/20 00:00:00+00,2019/04/21 08:15:26+00,14158
-93.21718889,44.94835056,0038XX LAKE ST E,MP2019110166        ,3,4/19/19,00:00:00+00,1937,4/19/19,00:00:00+00,2019/04/20 00:37:00+00,1937,SHOPLF  ,SHOPLIFTING                   ,7,2019/04/20 00:00:00+00,19376,-93.21719286,44.94835432,-10376890,5613394,Cooper,2019/04/20 00:00:00+00,2019/07/25 14:36:02+00,14152
-93.23514621,44.94836963,0025XX LAKE ST E,MP2019109298        ,3,4/19/19,00:00:00+00,858,4/18/19,00:00:00+00,2019/04/19 13:58:00+00,2300,SHOPLF  ,SHOPLIFTING                   ,7,2019/04/18 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2019/04/20 00:00:00+00,2019/07/25 14:36:02+00,469
-93.24862992,44.93863506,0035XX 18TH AVE S,MP2019109280        ,3,43574,00:00:00+00,30,43573,00:00:00+00,2019/04/19 05:30:00+00,2100,BURGD   ,BURGLARY OF DWELLING          ,6,2019/04/19 00:00:00+00,20373,-93.24863475,44.93863851,-10380390,5611866,Powderhorn Park,2019/04/19 00:00:00+00,2019/07/25 14:36:02+00,10165
-93.22101571,44.94835691,0035XX LAKE ST E,MP2019109316        ,3,4/18/19,00:00:00+00,2355,4/18/19,00:00:00+00,2019/04/19 04:55:00+00,2030,BIKETF  ,BIKE THEFT                    ,7,2019/04/19 00:00:00+00,19375,-93.22101794,44.9483609,-10377316,5613395,Longfellow,2019/04/19 00:00:00+00,2019/07/25 14:36:02+00,14095
-93.2473633,44.95463805,0026XX CEDAR AVE S,MP2019107998        ,3,4/17/19,00:00:00+00,2233,4/17/19,00:00:00+00,2019/04/18 03:33:00+00,1642,TFMV    ,THEFT FROM MOTR VEHC          ,7,2019/04/18 00:00:00+00,21404,-93.24736686,44.95464106,-10380249,5614383,East Phillips,2019/04/18 00:00:00+00,2019/07/25 14:36:02+00,13161
-93.26076616,44.94835691,0009XX LAKE ST E,MP2019107845        ,3,4/17/19,00:00:00+00,1518,4/16/19,00:00:00+00,2019/04/17 20:18:00+00,645,BURGB   ,BURGLARY OF BUSINESS          ,6,2019/04/18 00:00:00+00,19104,-93.26076768,44.94836007,-10381741,5613395,Midtown Phillips,2019/04/18 00:00:00+00,2019/07/25 14:36:02+00,28484
-93.23947609,44.94836327,0022XX LAKE ST E,MP2019107914        ,3,4/17/19,00:00:00+00,1507,4/6/19,00:00:00+00,2019/04/17 20:07:00+00,1500,ROBPER  ,ROBBERY OF PERSON             ,4,2019/04/18 00:00:00+00,19113,-93.23947859,44.94836879,-10379371,5613396,East Phillips,2019/04/18 00:00:00+00,2019/07/25 14:36:02+00,13158
-93.24131763,44.94836963,0021XX LAKE ST E,MP2019701915        ,3,4/17/19,00:00:00+00,1249,4/16/19,00:00:00+00,2019/04/17 17:49:00+00,1130,BIKETF  ,BIKE THEFT                    ,7,2019/04/18 00:00:00+00,21927,-93.2413201,44.94837153,-10379576,5613397,East Phillips,2019/04/18 00:00:00+00,2019/07/25 14:36:02+00,10460
-93.2323794,44.94836963,0027XX LAKE ST E,MP2019107685        ,3,4/17/19,00:00:00+00,1119,4/17/19,00:00:00+00,2019/04/17 16:19:00+00,1100,SHOPLF  ,SHOPLIFTING                   ,7,2019/04/21 00:00:00+00,19099,-93.23238466,44.94837563,-10378581,5613397,Longfellow,2019/04/21 00:00:00+00,2019/04/22 08:15:26+00,14243
-93.21718889,44.94835056,0038XX LAKE ST E,MP2019107601        ,3,4/17/19,00:00:00+00,911,4/16/19,00:00:00+00,2019/04/17 14:11:00+00,2000,SHOPLF  ,SHOPLIFTING                   ,7,2019/04/21 00:00:00+00,19376,-93.21719286,44.94835432,-10376890,5613394,Cooper,2019/04/21 00:00:00+00,2019/07/25 14:36:02+00,14242
-93.23947609,44.94836327,0022XX LAKE ST E,MP2019107573        ,3,4/17/19,00:00:00+00,753,4/12/19,00:00:00+00,2019/04/17 12:53:00+00,1410,TMVP    ,THEFT-MOTR VEH PARTS          ,7,2019/04/18 00:00:00+00,19113,-93.23947859,44.94836879,-10379371,5613396,Corcoran,2019/04/18 00:00:00+00,2019/07/25 14:36:02+00,13155
-93.24861195,44.93501676,0037XX 18TH AVE S,MP2019107263        ,3,43571,00:00:00+00,2232,43571,00:00:00+00,2019/04/17 03:32:00+00,1915,BURGD   ,BURGLARY OF DWELLING          ,6,2019/04/17 00:00:00+00,12276,-93.24861505,44.93502185,-10380388,5611297,Powderhorn Park,2019/04/17 00:00:00+00,2019/07/25 14:36:02+00,12676
-93.26585063,44.94835056,0006XX LAKE ST E,MP2019106996        ,3,4/16/19,00:00:00+00,1937,4/16/19,00:00:00+00,2019/04/17 00:37:00+00,1800,ASLT4   ,ASLT4-LESS THAN SUBST HARM    ,5,2019/04/17 00:00:00+00,21578,-93.26585648,44.94835234,-10382307,5613394,Phillips West,2019/04/17 00:00:00+00,2019/07/26 08:15:41+00,28481
-93.26203279,44.94835691,0008XX LAKE ST E,MP2019105380        ,3,4/15/19,00:00:00+00,1141,4/15/19,00:00:00+00,2019/04/15 16:41:00+00,830,AUTOTH  ,AUTOMOBILE THEFT              ,8,2019/04/16 00:00:00+00,19111,-93.26204108,44.94835805,-10381882,5613395,Midtown Phillips,2019/04/16 00:00:00+00,2019/07/25 14:36:02+00,12300
-93.26839286,44.94835056,0005XX LAKE ST E,MP2019105151        ,3,4/15/19,00:00:00+00,918,4/13/19,00:00:00+00,2019/04/15 14:18:00+00,1600,TFMV    ,THEFT FROM MOTR VEHC          ,7,2019/04/16 00:00:00+00,21863,-93.26839478,44.94835183,-10382590,5613394,Phillips West,2019/04/16 00:00:00+00,2019/07/25 14:36:02+00,2534
-93.23947609,44.94836327,0022XX LAKE ST E,MP2019104948        ,3,4/14/19,00:00:00+00,2259,4/14/19,00:00:00+00,2019/04/15 03:59:00+00,2200,ROBPER  ,ROBBERY OF PERSON             ,4,2019/04/15 00:00:00+00,19113,-93.23947859,44.94836879,-10379371,5613396,East Phillips,2019/04/15 00:00:00+00,2019/07/25 14:36:02+00,11631
-93.23947609,44.94836327,0022XX LAKE ST E,MP2019104122        ,3,4/14/19,00:00:00+00,22,4/13/19,00:00:00+00,2019/04/14 05:22:00+00,1700,AUTOTH  ,AUTOMOBILE THEFT              ,8,2019/04/18 00:00:00+00,19113,-93.23947859,44.94836879,-10379371,5613396,East Phillips,2019/04/18 00:00:00+00,2019/04/18 08:15:32+00,12651
-93.23815557,44.94836327,0023XX LAKE ST E,MP2019103866        ,3,4/13/19,00:00:00+00,2331,4/13/19,00:00:00+00,2019/04/14 04:31:00+00,1928,ROBPER  ,ROBBERY OF PERSON             ,4,2019/04/14 00:00:00+00,19112,-93.23816129,44.94836501,-10379224,5613396,Longfellow,2019/04/14 00:00:00+00,2019/07/25 14:36:02+00,11611
-93.23514621,44.94836963,0025XX LAKE ST E,MP2019103723        ,3,4/13/19,00:00:00+00,1902,4/13/19,00:00:00+00,2019/04/14 00:02:00+00,1625,SHOPLF  ,SHOPLIFTING                   ,7,2019/04/13 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2019/04/15 00:00:00+00,2019/07/25 14:36:02+00,27778
-93.23514621,44.94836963,0025XX LAKE ST E,MP2019102746        ,3,4/12/19,00:00:00+00,1540,4/12/19,00:00:00+00,2019/04/12 20:40:00+00,1313,SHOPLF  ,SHOPLIFTING                   ,7,2019/04/12 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2019/04/14 00:00:00+00,2019/07/25 14:36:02+00,9575
